date_time,user_id__customer_name,transactions_id__total_amount,name,quantity,Category,Sale Price,Profit Margin,Cost Price,Profit
2021-12-07 20:29:15.440469+00:00,sabir,183,sindhi masala 100 gm (36),1,Spices,178.0,0.1,160.20000000000002,17.799999999999983
2021-12-07 20:29:15.440469+00:00,sabir,183,peanut passion 22 gm,1,Snacks (Biscuits Cake Chips),5.0,0.05,4.75,0.25
2021-01-07 18:18:56.747674+00:00,asaf,1650,sucofine table top sweetener 650 tablets,3,Chocolates Toffees Sweets,550.0,0.15,467.5,82.5
2021-11-21 20:10:14.734403+00:00,salman,540,eng cheer vege 48.9gm big pch (14),3,Snacks (Biscuits Cake Chips),20.0,0.05,19.0,1.0
2021-11-21 20:10:14.734403+00:00,salman,540,pakpal chai patti 80 gm tea soft pack(rmbt)(52),3,Tea,160.0,0.1,144.0,16.0
2021-06-23 15:58:34.484150+00:00,zubair,852,baison 1 kg (only for jails)(39),3,Pulses,284.0,0.1,255.6,28.400000000000006
2021-01-20 10:25:01.283145+00:00,asfand yar,7530,brit led bulbs 20 watts (t shape)(25),2,Electric Bulbs/Solar Light,315.0,0.1,283.5,31.5
2021-09-15 14:33:50.448395+00:00,asfand yar,1269,sunslik shampoo long & healty 70ml(55),3,Hair Shampoos,140.0,0.1,126.0,14.0
2021-09-15 14:33:50.448395+00:00,asfand yar,1269,shangrilla mixed pickle 325 gm plastic jar(26),3,Ketchup Pickles Sauce Vinegar,283.0,0.1,254.70000000000002,28.299999999999983
2021-05-15 19:12:07.121059+00:00,yahya,2331,mezan tea ultra rich pouch 460 gm(rmbt)(68),3,Tea,777.0,0.15,660.4499999999999,116.55000000000007
2021-06-10 14:59:17.031020+00:00,waqas,5370,mach3 plus cart 8(10),2,Shaving Cream Razors Blades Brushes,2680.0,0.2,2144.0,536.0
2021-09-23 17:57:13.972797+00:00,abbas,330,ls onion small 1 kg (lp)(f-n),3,Fresh Vegetables,110.0,0.1,99.0,11.0
2021-09-07 13:49:20.545129+00:00,asaf,420,g2 regular 1 s razors(10),3,Shaving Cream Razors Blades Brushes,140.0,0.1,126.0,14.0
2021-01-03 14:44:39.761534+00:00,saif,525,kilite fabric bleach 1100 ml saf ent(24),3,Bleach Phenyl Cleaners blue liquid,175.0,0.1,157.5,17.5
2021-06-09 18:38:33.066214+00:00,raza,200,dawn french heart 100 gm (94),2,Butter/Bread,100.0,0.05,95.0,5.0
2021-09-07 12:01:21.988172+00:00,saif,41,sun glasses,1,Conf Miscellaneous,9.81,0.05,9.3195,0.4905000000000008
2021-09-07 12:01:21.988172+00:00,saif,41,eagle bleach 500 ml,1,Bleach Phenyl Cleaners blue liquid,32.0,0.05,30.4,1.6000000000000014
2021-08-21 11:00:47.804619+00:00,sajid,716,national garlic paste 300 gm(56),3,Ketchup Pickles Sauce Vinegar,130.0,0.1,117.0,13.0
2021-02-17 19:04:17.489162+00:00,bilal,354,forhans vanishingcream l100ml,3,Creams/Vasline,118.0,0.1,106.2,11.799999999999997
2021-06-01 17:17:30.968649+00:00,riyan,255,euro delux beauty soap cucumber 115 gms(93),3,Toilet Soaps,75.0,0.05,71.25,3.75
2021-06-01 17:17:30.968649+00:00,riyan,255,tang musami pouch 25 gm,3,"Beverages (Soft drink, Water, Juices, Syrups etc)",10.0,0.05,9.5,0.5
2021-12-20 17:37:16.093979+00:00,yahya,69,shangrilla smile lychee flavored drink 250 ml(26),1,"Beverages (Soft drink, Water, Juices, Syrups etc)",69.0,0.05,65.55,3.450000000000003
2021-09-11 11:07:56.964377+00:00,yahya,571,tyfon zabardast white phenyle 3 ltr btl.,1,Bleach Phenyl Cleaners blue liquid,291.0,0.1,261.90000000000003,29.099999999999966
2021-09-11 11:07:56.964377+00:00,yahya,571,nescafe chilled late per 12x220 ml pak(57),2,Coffee,140.0,0.1,126.0,14.0
2021-04-19 08:22:32.689090+00:00,waqas,1252,glint glass cleaner lavender 500ml(59),1,Bleach Phenyl Cleaners blue liquid,372.0,0.1,334.8,37.19999999999999
2021-04-19 08:22:32.689090+00:00,waqas,1252,hayat banaspati ghee 1kg (sub) (rmgh),2,Ghee,440.0,0.1,396.0,44.0
2021-03-17 16:31:40.243256+00:00,asaf,108,shan aaloo gosht 50 gm (62),1,Spices,108.0,0.1,97.2,10.799999999999997
2021-10-18 18:58:11.557754+00:00,jafar,470,cocomo standup pouch milk(59),3,Snacks (Biscuits Cake Chips),70.0,0.05,66.5,3.5
2021-10-18 18:58:11.557754+00:00,jafar,470,benz toilet cleaner 550 ml(17),2,Bleach Phenyl Cleaners blue liquid,130.0,0.1,117.0,13.0
2021-01-24 21:47:48.682467+00:00,riyan,504,pan rush 10 mg velo 20s(only for jails),2,OTC Products,150.0,0.1,135.0,15.0
2021-11-12 12:49:03.378526+00:00,asfand yar,125,ecial food garam masala whole 100 gm,1,Spices,125.0,0.1,112.5,12.5
2021-02-13 21:29:53.626357+00:00,salman,90,m.g fairness snow jar,1,Creams/Vasline,26.0,0.05,24.7,1.3000000000000007
2021-06-16 17:23:06.170827+00:00,asaf,344,mezan ola water 600ml (1r),3,"Beverages (Soft drink, Water, Juices, Syrups etc)",20.0,0.05,19.0,1.0
2021-06-16 17:23:06.170827+00:00,asaf,344,agro pakblack peper whole 50 gm (92),2,Spices,142.0,0.1,127.8,14.200000000000003
2021-07-11 19:38:58.791491+00:00,yahya,1275,dove  shampoo nourishing oil 175 ml(08),3,Hair Shampoos,385.0,0.1,346.5,38.5
2021-07-11 19:38:58.791491+00:00,yahya,1275,serving bowl s rinkle,1,Plastic Items House Hold Utensils,120.0,0.1,108.0,12.0
2021-01-06 10:49:09.713018+00:00,waqas,229,hankies tea time,3,"Toilet Rolls,Tissues",33.0,0.05,31.349999999999998,1.6500000000000021
2021-01-06 10:49:09.713018+00:00,waqas,229,sheer mall 135 gm (1 pcs) (swm),2,Snacks (Biscuits Cake Chips),65.0,0.05,61.75,3.25
2021-10-21 19:55:43.831462+00:00,asaf,978,wiper large 1122 (clean max),3,Plastic Items House Hold Utensils,326.0,0.1,293.40000000000003,32.599999999999966
2021-07-14 13:01:00.440079+00:00,sajid,1004,en livan hair spry 300 ml,2,Spray Perfumes Air Freshener,192.0,0.1,172.8,19.19999999999999
2021-03-23 20:10:24.025137+00:00,arbab,1840,fruit basket(square) 3 pcs,1,Plastic Items House Hold Utensils,220.0,0.1,198.0,22.0
2021-03-23 20:10:24.025137+00:00,arbab,1840,shama c/ oil 3 ltr btl,3,Cooking Oil,540.0,0.15,459.0,81.0
2021-02-17 21:38:11.334006+00:00,sabir,1298,"scotch brite  classic ns,2pc(28)",2,OTC Products,216.0,0.1,194.4,21.599999999999994
2021-09-25 16:52:18.261059+00:00,abbas,700,commander lajawab black tea 12 gm(54),1,Tea,10.0,0.05,9.5,0.5
2021-09-25 16:52:18.261059+00:00,abbas,700,life style iaghol husk 50 gm(66),2,Ispaghol,345.0,0.1,310.5,34.5
2021-02-07 15:03:11.267314+00:00,abid,356,colgate tooth brush premier clean medium cp triple pack save rs.50 (05),2,Tooth Brushes,178.0,0.1,160.20000000000002,17.799999999999983
2021-01-03 13:29:19.611246+00:00,mirza,9460,mezan cooking oil 10 ltr can(rmol)(85),2,Cooking Oil,4730.0,0.2,3784.0,946.0
2021-08-12 14:50:51.065501+00:00,mirza,384,gul onion 1 kg (lp)(khl),3,Fresh Vegetables,128.0,0.1,115.2,12.799999999999997
2021-09-18 15:44:09.789528+00:00,khan,414,ls onion premium 1 kg (lp)(sl),2,Fresh Vegetables,175.0,0.1,157.5,17.5
2021-04-16 15:50:13.798163+00:00,asaf,873,ben-10choco frosed flakes300,3,Cereals,174.0,0.1,156.6,17.400000000000006
2021-04-16 15:50:13.798163+00:00,asaf,873,swaad murgi masala 50 gm  (70),3,Spices,117.0,0.1,105.3,11.700000000000003
2021-08-27 20:47:07.194251+00:00,zubair,1828,perl dust blck tea ph n22 pi06 400 gm (rmbt) (16),2,Tea,692.0,0.15,588.1999999999999,103.80000000000007
2021-08-27 20:47:07.194251+00:00,zubair,1828,shangrilla garlic chilli sauce 950 gm sap soya sauce 235 gm (26),2,Ketchup Pickles Sauce Vinegar,222.0,0.1,199.8,22.19999999999999
2021-02-05 08:50:01.260911+00:00,Ali,2628,clear shampoo men deep clean 315 ml(55),3,Hair Shampoos,875.0,0.15,743.75,131.25
2021-05-22 19:33:41.987848+00:00,maaz,1335,ponds foam fw bright beauty p02 100 gms(08),3,Creams/Vasline,445.0,0.1,400.5,44.5
2021-05-31 18:37:57.467456+00:00,abid,240,national broast masala 97 gm(56),2,Spices,120.0,0.1,108.0,12.0
2021-06-21 21:20:20.092445+00:00,Ali,1560,shama ghee 2.5 kg tin(pg) (1f),3,Ghee,520.0,0.15,442.0,78.0
2021-10-13 10:05:55.772072+00:00,raza,96,gul eggs per pcs (lp)(khl),3,Snacks (Biscuits Cake Chips),32.0,0.05,30.4,1.6000000000000014
2021-10-28 14:33:24.226202+00:00,khan,285,m/c gift box new born,1,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,285.0,0.1,256.5,28.5
2021-09-21 08:32:47.483328+00:00,moeez,2874,qarshi ispaghol husk 95 gm jar(45),3,Ispaghol,780.0,0.15,663.0,117.0
2021-09-21 08:32:47.483328+00:00,moeez,2874,lifebuoy total twin pack 130 gms(08),3,Toilet Soaps,178.0,0.1,160.20000000000002,17.799999999999983
2021-02-08 09:41:20.224132+00:00,jafar,1604,mezan tea hardum mixture 910 gm pouch(rmbt)(68),1,Tea,1604.0,0.2,1283.2,320.79999999999995
2021-03-18 12:55:39.975056+00:00,sajid,343,iodize salt raw powder bulk (ob-r),1,All/Own Brand/Raw Spices,45.0,0.05,42.75,2.25
2021-03-18 12:55:39.975056+00:00,sajid,343,shangrillatomato ketchup 475 gm pouch chilli sauce 100 ml (26),2,Ketchup Pickles Sauce Vinegar,149.0,0.1,134.1,14.900000000000006
2021-04-11 17:42:13.983419+00:00,yahya,994,3 pieces plastic bowl set titiz,1,Plastic Items House Hold Utensils,430.0,0.1,387.0,43.0
2021-04-11 17:42:13.983419+00:00,yahya,994,bio amla shampoo med(31),3,Hair Shampoos,188.0,0.1,169.20000000000002,18.799999999999983
2021-06-30 08:07:41.800105+00:00,asfand yar,411,flying flora  pop,3,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,31.0,0.05,29.45,1.5500000000000007
2021-06-30 08:07:41.800105+00:00,asfand yar,411,phool vinegar 800 ml pet btl(73),3,Ketchup Pickles Sauce Vinegar,106.0,0.1,95.4,10.599999999999994
2021-11-10 21:46:38.603971+00:00,sajid,386,milan soap vermicelli 800 gm (22),1,Toilet Soaps,116.0,0.1,104.4,11.599999999999994
2021-11-10 21:46:38.603971+00:00,sajid,386,badian khatai25 gm (39),3,Spices,90.0,0.05,85.5,4.5
2021-10-22 14:38:42.925870+00:00,waqas,372,non woven w-cutt bag 30 gsm (12x15)  1 pc (king (smc)(1s),2,Miscellaneous,10.0,0.05,9.5,0.5
2021-10-22 14:38:42.925870+00:00,waqas,372,vem dishwash active gel lime cp 250 ml(08),2,Detergents Dish Wash/Dish wash Bar,176.0,0.1,158.4,17.599999999999994
2021-07-04 16:38:41.426904+00:00,raza,509,jazaa garam masala 100 gm (1q),1,Spices,350.0,0.1,315.0,35.0
2021-07-04 16:38:41.426904+00:00,raza,509,picasso ball pen grip red 10s (43),1,Stationery Items,159.0,0.1,143.1,15.900000000000006
2021-12-31 19:36:17.791877+00:00,khan,2505,pardis donga l 737,2,Plastic Items House Hold Utensils,615.0,0.15,522.75,92.25
2021-12-31 19:36:17.791877+00:00,khan,2505,kofta (stc) 9s pack (1n),3,Frozen Food,425.0,0.1,382.5,42.5
2021-01-25 12:18:08.003174+00:00,asaf,1065,adidas body spray 200ml,3,Spray Perfumes Air Freshener,230.0,0.1,207.0,23.0
2021-01-25 12:18:08.003174+00:00,asaf,1065,golden 7 spice spaghetti 250 gm(32),3,Vermicelli Pasta Macaroni Noodle,125.0,0.1,112.5,12.5
2021-07-06 15:59:06.635933+00:00,abbas,250,maggi ndl 65g bowl fre 10 pck ndl,1,Vermicelli Pasta Macaroni Noodle,250.0,0.1,225.0,25.0
2021-10-24 18:03:41.657216+00:00,moeez,92,nova capri 280 ml,1,Corokery,92.0,0.05,87.39999999999999,4.6000000000000085
2021-03-20 14:06:01.000862+00:00,mirza,18,hi gene toilet roll pink (10 x 10) (ob-v),1,Non Food,18.0,0.05,17.099999999999998,0.9000000000000021
2021-07-30 09:41:30.248683+00:00,moeez,2342,shangriila mustard sauce 227 gm(26),3,Ketchup Pickles Sauce Vinegar,645.0,0.15,548.25,96.75
2021-07-30 09:41:30.248683+00:00,moeez,2342,crown basin 1kg(131)(p),1,Pulses,407.0,0.1,366.3,40.69999999999999
2021-04-03 20:16:41.041293+00:00,moeez,4325,planta cooking oil 4.5 ltr btl(rmol),1,Cooking Oil,2485.0,0.2,1988.0,497.0
2021-04-03 20:16:41.041293+00:00,moeez,4325,herbbee honey 1000 gm jar b&b import,2,Honey,920.0,0.15,782.0,138.0
2021-11-25 08:32:08.548471+00:00,arbab,10,good goodies snacky spicy (1x),1,Snacks (Biscuits Cake Chips),10.0,0.05,9.5,0.5
2021-06-01 10:33:59.824177+00:00,bilal,141,shan fried shop/steadk msala(62),3,Spices,47.0,0.05,44.65,2.3500000000000014
2021-04-08 09:48:44.835007+00:00,sajid,774,eva sunflower oil 4.5 ltr btl old code,1,Cooking Oil,774.0,0.15,657.9,116.10000000000002
2021-04-08 09:48:44.835007+00:00,sajid,774,eva sunflower oil 4.5 ltr btl old code,1,Cooking Oil,778.0,0.15,661.3,116.70000000000005
2021-07-04 19:52:35.588582+00:00,asaf,170,black cat talcum powder elegant 70 gm(59),1,Body Lotion Talcum Powder/HAIR REMOVER LOTION/NAIL POLISH REMOVER,170.0,0.1,153.0,17.0
2021-12-03 21:39:48.260419+00:00,mirza,1387,tulip regular 80 s(59),2,"Toilet Rolls,Tissues",176.0,0.1,158.4,17.599999999999994
2021-12-03 21:39:48.260419+00:00,mirza,1387,utility sella rice kainat 1121 1kg packed by vendor (sub) mv (rmr)(136),3,Rice,345.0,0.1,310.5,34.5
2021-07-11 18:54:54.184153+00:00,raza,630,parizad black peper pdr 50 gm,2,Spices,230.0,0.1,207.0,23.0
2021-07-11 18:54:54.184153+00:00,raza,630,kiss bdy spry 150 ml,1,Spray Perfumes Air Freshener,170.0,0.1,153.0,17.0
2021-09-26 16:59:19.738140+00:00,zubair,96,rose petal hi-jeen towels white 75 sheet(59),2,"Toilet Rolls,Tissues",48.0,0.05,45.599999999999994,2.4000000000000057
2021-06-26 14:37:10.934452+00:00,abid,27,eagle blue 100 ml,3,Bleach Phenyl Cleaners blue liquid,9.0,0.05,8.549999999999999,0.45000000000000107
2021-05-30 09:55:45.327951+00:00,riyan,599,national garlic mayo 1 kg(56),1,"Jams, Jelly, Marmalades, Spreads, Mayonnaise",599.0,0.15,509.15,89.85000000000002
2021-06-13 15:12:57.266656+00:00,saif,1375,gola kabab economy pack 480 gm,2,Frozen Food,525.0,0.15,446.25,78.75
2021-06-13 15:12:57.266656+00:00,saif,1375,capri toilet soap purple 120 gms x3 (cp (rs.25/-off)(07),1,Toilet Soaps,325.0,0.1,292.5,32.5
2021-12-06 19:51:03.553479+00:00,bilal,1647,star mixer mango 750 gm jar(69),3,"Beverages (Soft drink, Water, Juices, Syrups etc)",519.0,0.15,441.15,77.85000000000002
2021-12-06 19:51:03.553479+00:00,bilal,1647,metha soda 200 gm (39),2,Spices,45.0,0.05,42.75,2.25
2021-06-02 18:14:10.639483+00:00,mirza,738,swaad easycook haleem mix 300 gm (70),3,Spices,246.0,0.1,221.4,24.599999999999994
2021-10-01 20:51:42.687772+00:00,salman,186,usc clove 25 gm (ob-s)(rmob),1,Spices,140.0,0.1,126.0,14.0
2021-10-01 20:51:42.687772+00:00,salman,186,hub salt brand iodized fine grain salt 800gm,2,Spices / Salt,23.0,0.05,21.849999999999998,1.1500000000000021
2021-09-16 11:10:37.793771+00:00,qasim,724,sufi sunflower oil 1x5 pkt,2,Cooking Oil,218.0,0.1,196.20000000000002,21.799999999999983
2021-03-30 09:54:00.657038+00:00,qasim,690,doughstory rusks (plain) 400 gm,3,Butter/Bread,230.0,0.1,207.0,23.0
2021-12-30 20:34:48.222955+00:00,yahya,1951,new robin liquid bleach 500 ml (04),3,Shoes Polish/Shoes Brush,499.0,0.1,449.1,49.89999999999998
2021-12-30 20:34:48.222955+00:00,yahya,1951,swaad achaar gosht masala 100 gm  (70),2,Spices,227.0,0.1,204.3,22.69999999999999
2021-01-18 08:52:49.808830+00:00,mirza,152,jasmine table napkin l imc(21),1,"Toilet Rolls,Tissues",92.0,0.05,87.39999999999999,4.6000000000000085
2021-01-18 08:52:49.808830+00:00,mirza,152,lotte pie 12s pack,3,Snacks (Biscuits Cake Chips),20.0,0.05,19.0,1.0
2021-12-02 16:06:20.265610+00:00,abbas,670,vital soap brown 1000 gm(30),1,Washing Soaps,345.0,0.1,310.5,34.5
2021-12-02 16:06:20.265610+00:00,abbas,670,johnson baby/l/shampoo 750ml,1,Hair Shampoos,325.0,0.1,292.5,32.5
2021-10-25 18:25:08.336746+00:00,mirza,1320,aquapura water tablets 67mg,2,OTC Products,135.0,0.1,121.5,13.5
2021-10-25 18:25:08.336746+00:00,mirza,1320,lifebouy shampoo herbal 370 ml(08),2,Hair Shampoos,525.0,0.15,446.25,78.75
2021-07-15 10:27:19.509567+00:00,sabir,135,flying fancy tissue,3,"Toilet Rolls,Tissues",45.0,0.05,42.75,2.25
2021-06-20 18:34:51.266892+00:00,abid,653,medicame herbal t/paste 1(09),2,Tooth Paste,260.0,0.1,234.0,26.0
2021-06-20 18:34:51.266892+00:00,abid,653,agro pak chagoondh 100 gm (92),1,Spices,133.0,0.1,119.7,13.299999999999997
2021-05-18 18:32:03.435829+00:00,asaf,75,slanty jalapeno 32 gm,2,Snacks (Biscuits Cake Chips),30.0,0.05,28.5,1.5
2021-05-18 18:32:03.435829+00:00,asaf,75,milk tofee  220 gm,3,Chocolates Toffees Sweets,5.0,0.05,4.75,0.25
2021-11-16 16:56:51.302575+00:00,sabir,650,kofta (32 pcs) (kp frozen food),1,Frozen Food,650.0,0.15,552.5,97.5
2021-03-24 21:19:53.171332+00:00,abid,685,sufi can/ c/oil 3 ltr btl,1,Cooking Oil,685.0,0.15,582.25,102.75
2021-11-13 12:45:18.894074+00:00,maaz,280,serving bowl l daisy,1,Plastic Items House Hold Utensils,280.0,0.1,252.0,28.0
2021-03-29 20:53:20.193511+00:00,abbas,615,express deterdent 1 kg,3,Detergents Washing Powders,155.0,0.1,139.5,15.5
2021-03-29 20:53:20.193511+00:00,abbas,615,phool fish masala 50 gm(73),2,Spices,75.0,0.05,71.25,3.75
2021-10-13 21:01:45.784188+00:00,mirza,835,besto spaghetti 500 gm (best food)(38),3,Vermicelli Pasta Macaroni Noodle,275.0,0.1,247.5,27.5
2021-02-19 21:41:48.387679+00:00,salman,1056,thousand island kanas 400 gm89(59),3,Ketchup Pickles Sauce Vinegar,352.0,0.1,316.8,35.19999999999999
2021-03-26 21:32:13.740572+00:00,saif,5135,fusion proglide flexball razor 2up(10),3,Shaving Cream Razors Blades Brushes,1695.0,0.2,1356.0,339.0
2021-03-26 21:32:13.740572+00:00,saif,5135,tibet deluxe standard toilet soap 75 gm,2,Toilet Soaps,25.0,0.05,23.75,1.25
2021-03-05 12:46:53.832419+00:00,asaf,594,crown masoor whole 250gm(131)(p),2,Pulses,117.0,0.1,105.3,11.700000000000003
2021-03-05 12:46:53.832419+00:00,asaf,594,ls potato premium 1 kg (lp)(guj),2,Fresh Vegetables,180.0,0.1,162.0,18.0
2021-03-22 20:06:25.232890+00:00,waqas,108,tomato ketchup kanas 100 gm pouch(59),3,Ketchup Pickles Sauce Vinegar,36.0,0.05,34.199999999999996,1.8000000000000043
2021-11-11 16:56:25.585922+00:00,raza,3798,aspine original 500 gms (detergent powder)(18),3,Detergents Washing Powders,240.0,0.1,216.0,24.0
2021-11-11 16:56:25.585922+00:00,raza,3798,garnier men  power  white foam100ml(79),3,Garnier,1026.0,0.2,820.8000000000001,205.19999999999993
2021-10-28 21:10:46.510009+00:00,qasim,250,cfl rio fruity treat hr half roll 63 gm (13),3,Snacks (Biscuits Cake Chips),40.0,0.05,38.0,2.0
2021-10-28 21:10:46.510009+00:00,qasim,250,laziza dry fruit kheer mix 160 gm(82),1,"Dessert (Custard Cereals Kheer, Pudding)",130.0,0.1,117.0,13.0
2021-05-10 16:21:55.729440+00:00,asfand yar,447,mezan ultra rich tea hard 90 gm(rmbt)(68),3,Tea,149.0,0.1,134.1,14.900000000000006
2021-12-17 11:18:50.728842+00:00,mirza,1110,branded sugar 5 kg,3,Commodities,370.0,0.1,333.0,37.0
2021-06-11 16:53:48.911736+00:00,yahya,349,3 pack tang 50g(orn man),1,"Beverages (Soft drink, Water, Juices, Syrups etc)",87.0,0.05,82.64999999999999,4.3500000000000085
2021-06-11 16:53:48.911736+00:00,yahya,349,nova mlody gblt 280 ml,2,Corokery,131.0,0.1,117.9,13.099999999999994
2021-05-23 19:35:27.465577+00:00,waqas,191,nutri pops stars 25 gm (1w),2,Snacks (Biscuits Cake Chips),47.0,0.05,44.65,2.3500000000000014
2021-05-23 19:35:27.465577+00:00,waqas,191,golden apple jam 450 gms (mitch.)deleted code,1,"Jams, Jelly, Marmalades, Spreads, Mayonnaise",97.0,0.05,92.14999999999999,4.8500000000000085
2021-10-28 17:32:43.638931+00:00,bilal,347,baygon-lmd-refill 41 ml (a.k.a)(59),1,Baygons,347.0,0.1,312.3,34.69999999999999
2021-08-12 12:39:31.529331+00:00,zubair,693,commander fruity soap strawberry 140 gm(54),1,Toilet Soaps,99.0,0.05,94.05,4.950000000000003
2021-08-12 12:39:31.529331+00:00,zubair,693,misk pop up big 150 tissue paper(81),3,"Toilet Rolls,Tissues",198.0,0.1,178.20000000000002,19.799999999999983
2021-05-05 08:06:15.537284+00:00,sajid,186,camera jeep baby wipes (21),1,Baby DIAPERS/Baby Wipes,186.0,0.1,167.4,18.599999999999994
2021-03-09 12:23:26.036017+00:00,waqas,5,butter crunch innovative rs. 5(59),1,Snacks (Biscuits Cake Chips),5.0,0.05,4.75,0.25
2021-02-28 21:41:06.856106+00:00,khan,645,colgate sensitive sensifoam t/ paste 100 gm(05),3,Tooth Paste,165.0,0.1,148.5,16.5
2021-08-05 10:25:17.635535+00:00,zubair,2313,always t3 duo pack (ipad)(10),3,Pamper,771.0,0.15,655.35,115.64999999999998
