date,total,items,user_id,sales_id,transaction_type
2021-02-27 14:01:28.298733+00:00,490,"{'name': 'dettol 138g 4s pack save 50-', 'quantity': 2}, {'name': 'dettol 138g 4s pack save 50-', 'quantity': 2}, {'name': 'dettol 138g 4s pack save 50-', 'quantity': 2}, {'name': 'dettol 138g 4s pack save 50-', 'quantity': 2}, {'name': 'dettol 138g 4s pack save 50-', 'quantity': 2}",20,1,Cash
2021-02-28 21:41:06.856106+00:00,645,"{'name': 'colgate sensitive sensifoam t paste 100 gm(05)', 'quantity': 3}",37,1,Online
2021-03-03 09:23:56.711758+00:00,1190,"{'name': 'fruit basket(square) 3 pcs', 'quantity': 1}, {'name': 'chicken chapli kabab large 1 kg (yes mom)', 'quantity': 2}",19,1,Online
2021-03-04 20:42:59.702586+00:00,245,"{'name': 'shezan happy farms pineapple 1000 ml(47)', 'quantity': 1}",15,1,Online
2021-03-05 12:46:53.832419+00:00,594,"{'name': 'crown masoor whole 250gm(131)(p)', 'quantity': 2}, {'name': 'ls potato premium 1 kg (lp)(guj)', 'quantity': 2}",22,1,Cash
2021-03-06 21:48:11.410608+00:00,2730,"{'name': 'soya supreme oil 5 ltr btl(rmol)(58)', 'quantity': 1}",3,1,Loan
2021-03-08 08:42:39.503064+00:00,256,"{'name': 'mehran achar gosht 50 gm(67)', 'quantity': 2}",13,1,Cash
2021-03-09 12:23:26.036017+00:00,5,"{'name': 'butter crunch innovative rs. 5(59)', 'quantity': 1}",24,1,Online
2021-03-10 11:40:52.731966+00:00,47,"{'name': 'shan fried shopsteadk msala(62)', 'quantity': 1}",25,1,Cash
2021-03-10 21:20:07.101822+00:00,1549,"{'name': 'cobra 7 x insecticide spray multi 500 ml', 'quantity': 3}, {'name': 'kisan sf oil 2.5ltr', 'quantity': 1}",5,1,Online
2021-03-11 16:50:31.699299+00:00,200,"{'name': 'iqra food corriander powder 100gm (39)', 'quantity': 2}",17,1,Loan
2021-03-13 18:08:44.510644+00:00,549,"{'name': 'shan sindi biryani masala 55 gm (62)', 'quantity': 3}, {'name': 'vinegar white275 ml bake parlor(59)', 'quantity': 3}",35,1,Loan
2021-03-15 20:53:08.411781+00:00,199,"{'name': 'english complete cavity protection tpastel 70 gm (41)', 'quantity': 1}",22,1,Online
2021-03-16 10:40:17.627491+00:00,1740,"{'name': 'tapal family mixture tea 950 gm pouch rs-50off(37)', 'quantity': 2}",7,1,Cash
2021-03-17 16:31:40.243256+00:00,108,"{'name': 'shan aaloo gosht 50 gm (62)', 'quantity': 1}",3,1,Loan
2021-03-18 09:35:40.423260+00:00,771,"{'name': 'national garlic pickle 310 gm(56)', 'quantity': 3}",21,1,Loan
2021-03-18 12:55:39.975056+00:00,343,"{'name': 'iodize salt raw powder bulk (ob-r)', 'quantity': 1}, {'name': 'shangrillatomato ketchup 475 gm pouch chilli sauce 100 ml (26)', 'quantity': 2}",10,1,Online
2021-03-18 17:44:54.405967+00:00,819,"{'name': 'crown moong washed 500 gm(131)(p)', 'quantity': 1}, {'name': 'fruit set all design', 'quantity': 1}",7,1,Online
2021-03-19 12:36:57.167279+00:00,1269,"{'name': 'softlan 600 ml pouch blue(05)', 'quantity': 3}, {'name': 'mehran haleem mixe c 300 gm(67)', 'quantity': 3}",12,1,Loan
2021-03-19 21:56:15.897223+00:00,486,"{'name': 'fuji gol corn flake 450gm', 'quantity': 2}, {'name': 'medicam shampoo month pack new kalonji(09)', 'quantity': 2}",35,1,Loan
2021-03-20 13:55:55.195171+00:00,2393,"{'name': 'lb total 115gm triof', 'quantity': 2}, {'name': 'crown rice basmati tota 5 kg(131)(r)', 'quantity': 3}",37,1,Online
2021-03-20 14:06:01.000862+00:00,18,"{'name': 'hi gene toilet roll pink (10 x 10) (ob-v)', 'quantity': 1}",34,1,Online
2021-03-22 12:58:29.515842+00:00,1276,"{'name': 'bath brush asst.', 'quantity': 1}, {'name': 'islamabad tea super dana pouch 170 gm(rmbt)(40)', 'quantity': 3}",23,1,Loan
2021-03-22 20:06:25.232890+00:00,108,"{'name': 'tomato ketchup kanas 100 gm pouch(59)', 'quantity': 3}",36,1,Loan
2021-03-22 20:08:31.360029+00:00,96,"{'name': 'paradise plus summer(12pcs 36 box)(61)', 'quantity': 3}, {'name': 'malted vinigar 12 ltr (tops)', 'quantity': 3}",22,1,Cash
2021-03-22 21:06:44.206682+00:00,4884,"{'name': 'mezan ghee 16 kg bkt', 'quantity': 2}, {'name': 'dettol soap100g(2+1) skinc', 'quantity': 1}",17,1,Loan
2021-03-23 09:10:58.085871+00:00,1328,"{'name': 'lifebuoy soap bar total trio 36x3 130 gms(08)', 'quantity': 3}",25,1,Cash
2021-03-23 20:10:24.025137+00:00,1840,"{'name': 'fruit basket(square) 3 pcs', 'quantity': 1}, {'name': 'shama c oil 3 ltr btl', 'quantity': 3}",4,1,Loan
2021-03-24 21:19:53.171332+00:00,685,"{'name': 'sufi can coil 3 ltr btl', 'quantity': 1}",36,1,Cash
2021-03-25 21:37:33.955419+00:00,390,"{'name': 'tub hndle 9l kp', 'quantity': 1}",4,1,Cash
2021-03-26 11:09:17.100607+00:00,591,"{'name': 'national degi qorma 40 gm(56)', 'quantity': 3}, {'name': 'kisan can 1*10 ltr', 'quantity': 3}",1,1,Online
2021-03-26 15:50:16.581984+00:00,350,"{'name': 'malta cooking oil 1x5 ltr pouch (for sr,mn,id,pr,sa zone)(old code)', 'quantity': 2}",17,1,Cash
2021-03-26 17:36:23.765076+00:00,75,"{'name': 'apple sidra can 250ml', 'quantity': 1}",22,1,Loan
2021-03-26 21:32:13.740572+00:00,5135,"{'name': 'fusion proglide flexball razor 2up(10)', 'quantity': 3}, {'name': 'tibet deluxe standard toilet soap 75 gm', 'quantity': 2}",21,1,Cash
2021-03-27 18:43:38.169910+00:00,330,"{'name': 'mezan cooking oil 1x5 ltr pkt (for kisr zone) old code(85)', 'quantity': 1}",34,1,Cash
2021-03-27 21:54:18.771889+00:00,435,"{'name': 'mehran firini mix 180 gm(67)', 'quantity': 2}, {'name': 'colgate sensitive sensifoam t paste 100 gm(05)', 'quantity': 1}",12,1,Online
2021-03-28 10:41:22.332579+00:00,1691,"{'name': 'kohinoor tez mixture 170 gm(rmbt)', 'quantity': 1}, {'name': 'dastak c oil 3 ltr pet (1g)', 'quantity': 2}",21,1,Loan
2021-03-28 16:48:15.664235+00:00,465,"{'name': '(wrong code) ariel downy 500 kg(10)', 'quantity': 3}",22,1,Loan
2021-03-28 18:48:30.837015+00:00,237,"{'name': 'lifebouy shampoo shny & soft 9 ml(08)', 'quantity': 2}, {'name': 'lemon juice 300 ml (mitchells)(44)', 'quantity': 1}",17,1,Online
2021-03-29 11:03:05.373625+00:00,3222,"{'name': 'chicken chapli kebab 1050 gm', 'quantity': 2}, {'name': 'mama blueberry syrup 625 gm btl(69)', 'quantity': 2}",20,1,Loan
2021-03-29 14:34:27.584374+00:00,40,"{'name': 'cfl gluco teddy cakes with milk filling 31gm (13)', 'quantity': 1}",7,1,Online
2021-03-29 20:53:20.193511+00:00,615,"{'name': 'express deterdent 1 kg', 'quantity': 3}, {'name': 'phool fish masala 50 gm(73)', 'quantity': 2}",11,1,Cash
2021-03-30 09:54:00.657038+00:00,690,"{'name': 'doughstory rusks (plain) 400 gm', 'quantity': 3}",1,1,Online
2021-03-30 14:30:06.571461+00:00,140,"{'name': 'colgate gentle soap 135 gms (05)', 'quantity': 2}",21,1,Cash
2021-03-31 20:08:11.959813+00:00,26,"{'name': 'lady shoes', 'quantity': 1}",22,1,Online
2021-04-01 09:30:59.166763+00:00,800,"{'name': 'gurr 1 kg (only for jails) (38)', 'quantity': 2}, {'name': 'frina scraper(76)', 'quantity': 2}",35,1,Online
2021-04-02 09:58:06.987117+00:00,4614,"{'name': 'kisan ghee 10 kg tin', 'quantity': 3}, {'name': 'kisan ghee 10 kg tin', 'quantity': 3}, {'name': 'kisan ghee 10 kg tin', 'quantity': 3}, {'name': 'nestle cerelac rice 25gm(57)', 'quantity': 3}",19,1,Cash
2021-04-03 10:57:46.126542+00:00,5,"{'name': 'sewing machine belt', 'quantity': 2}",3,1,Loan
2021-04-03 13:38:38.490649+00:00,15,"{'name': 'schooline lead pensil', 'quantity': 3}",20,1,Loan
2021-04-03 20:16:41.041293+00:00,4325,"{'name': 'planta cooking oil 4.5 ltr btl(rmol)', 'quantity': 1}, {'name': 'herbbee honey 1000 gm jar b&b import', 'quantity': 2}",25,1,Cash
2021-04-05 15:15:31.049705+00:00,696,"{'name': 'colgate pro relief 100 gm(05)', 'quantity': 2}",22,1,Online
2021-04-06 13:19:20.162502+00:00,1452,"{'name': 'new robin liquid bleach 500 ml (04)', 'quantity': 2}, {'name': 'close up tooth paste fire freeze 160 gms(55)', 'quantity': 2}",20,1,Cash
2021-04-06 13:49:19.701015+00:00,343,"{'name': 'sultan jouin 50 gm', 'quantity': 2}, {'name': 'red chilli powder raw (ob-r)', 'quantity': 1}",25,1,Loan
2021-04-07 08:58:29.801762+00:00,146,"{'name': 'naubhar premium super basmati rice 1 kg', 'quantity': 1}",12,1,Cash
2021-04-08 09:48:44.835007+00:00,774,"{'name': 'eva sunflower oil 4.5 ltr btl old code', 'quantity': 1}, {'name': 'eva sunflower oil 4.5 ltr btl old code', 'quantity': 1}",20,1,Cash
2021-04-08 13:35:21.855989+00:00,2400,"{'name': 'sa ginger 1 kg (lp)(shk)', 'quantity': 3}",37,1,Cash
2021-04-08 19:02:46.589819+00:00,435,"{'name': 'wave koli 161002', 'quantity': 1}",5,1,Online
2021-04-09 08:12:28.813609+00:00,789,"{'name': 'english prickly heat powder active neem m 120 gm(41)', 'quantity': 3}",3,1,Cash
2021-04-09 13:46:43.689656+00:00,994,"{'name': 'sensodyne multi care 100 gm(59)', 'quantity': 3}, {'name': 'all clear hrc 25 gm lemon(95)', 'quantity': 1}",3,1,Online
2021-04-10 14:14:29.257150+00:00,485,"{'name': 'chicken nugget family pack 1 kg (yes mom)', 'quantity': 1}",5,1,Cash
2021-04-11 15:05:02.394989+00:00,178,"{'name': 'vair freshner garden st', 'quantity': 1}",12,1,Cash
2021-04-11 17:42:13.983419+00:00,994,"{'name': '3 pieces plastic bowl set titiz', 'quantity': 1}, {'name': 'bio amla shampoo med(31)', 'quantity': 3}",20,1,Online
2021-04-15 19:36:05.759027+00:00,970,"{'name': 'kombat klear t brush aka(59)', 'quantity': 1}, {'name': 'mix marmalade 1.8 kg bkt(47)', 'quantity': 1}",12,1,Online
2021-04-16 11:33:49.031708+00:00,600,"{'name': 'sindhi masala 100 gm (36)', 'quantity': 2}, {'name': 'ariel hs orig 1000g jubilee', 'quantity': 1}",5,1,Loan
2021-04-16 14:44:15.795810+00:00,282,"{'name': 'jasmine dpbdiapers l(21)', 'quantity': 1}",23,1,Loan
2021-04-16 15:50:13.798163+00:00,873,"{'name': 'ben-10choco frosed flakes300', 'quantity': 3}, {'name': 'swaad murgi masala 50 gm (70)', 'quantity': 3}",20,1,Loan
2021-04-16 18:32:03.344839+00:00,296,"{'name': 'chilli milli jelly rs 20 (61)', 'quantity': 1}",35,1,Loan
2021-04-19 08:22:32.689090+00:00,1252,"{'name': 'glint glass cleaner lavender 500ml(59)', 'quantity': 1}, {'name': 'hayat banaspati ghee 1kg (sub) (rmgh)', 'quantity': 2}",5,1,Cash
2021-04-21 14:52:24.330581+00:00,1233,"{'name': 'phool classic vermcelli 200 gm(73)', 'quantity': 1}, {'name': 'sunsilk black shine shampoo (local) 185 ml(08)', 'quantity': 3}",4,1,Loan
2021-04-22 18:40:23.175967+00:00,1026,"{'name': 'nivea body essential rich caring milk 125ml(59)', 'quantity': 2}, {'name': 'azadi bath 120gm', 'quantity': 3}",5,1,Online
2021-04-23 14:58:41.849641+00:00,560,"{'name': 'soya supreme oil 1 ltr btl(rmol)(58)', 'quantity': 1}",10,1,Online
2021-04-24 13:17:26.316573+00:00,88,"{'name': 'islamabad green tea hp 80 gm(40)', 'quantity': 1}",34,1,Loan
2021-04-25 16:53:39.212295+00:00,4192,"{'name': 'nestle nido 1 plus 150 gm(57)', 'quantity': 2}",1,1,Loan
2021-04-25 19:35:28.994885+00:00,1771,"{'name': 'dalda fort sunflower c oil 1x5 ltr (old code)(1c)', 'quantity': 1}, {'name': 'cp glint glass cleaner + glint kitchen cleaner twin pack(59)', 'quantity': 3}",23,1,Cash
2021-04-26 09:32:47.212570+00:00,534,"{'name': 'tapal lemon green tea bag 45 gm(37)', 'quantity': 2}",7,1,Loan
2021-04-26 15:58:03.699654+00:00,236,"{'name': 'brite 500g maximum power', 'quantity': 1}",7,1,Online
2021-04-26 21:14:25.325309+00:00,3779,"{'name': 'kisan can oil 10 ltr', 'quantity': 2}, {'name': 'max liquid 450 ml pouch(05)', 'quantity': 3}",4,1,Online
2021-04-27 10:09:54.001357+00:00,1014,"{'name': 'habib ghee 1kg pouch', 'quantity': 3}",7,1,Cash
2021-04-27 12:10:27.633846+00:00,1371,"{'name': 'balty bucket.no 5 super st', 'quantity': 3}",13,1,Loan
2021-04-27 15:54:29.752648+00:00,65,"{'name': 'dawn sheermal 115 gm (94)', 'quantity': 1}",22,1,Online
2021-04-29 11:11:58.877842+00:00,76,"{'name': 'ebm whole wheat classic sf snack pack 31.4 gm (14)', 'quantity': 3}",21,1,Cash
2021-04-29 12:25:29.911796+00:00,1866,"{'name': 'shabnam 1 pc 772', 'quantity': 3}, {'name': 'hasan badshah 1121 sella rice 1kg(133)(r)', 'quantity': 3}",16,1,Loan
2021-04-29 17:46:27.638799+00:00,1170,"{'name': 'kaju plain 200 gm', 'quantity': 1}, {'name': 'watermelon 10 mg velo 20s(only for jails)(98)', 'quantity': 3}",13,1,Online
2021-04-29 18:13:38.766838+00:00,375,"{'name': 'national kofta masala 43 gm(56)', 'quantity': 3}",36,1,Cash
2021-04-29 19:09:23.311362+00:00,188,"{'name': 'bombay chaat masala 100 gm (36)', 'quantity': 2}",10,1,Cash
2021-04-30 19:20:52.321041+00:00,1640,"{'name': 'multi utensil basket lrg kp', 'quantity': 2}",22,1,Loan
2021-05-01 11:30:57.361612+00:00,250,"{'name': 'cfl rio strawberry vanilla 112.1 gm pkt (13)', 'quantity': 3}, {'name': 'shan delve custard 27 gm banana (62)', 'quantity': 1}",16,1,Loan
2021-05-01 14:41:59.402017+00:00,778,"{'name': 'tapal strawberry 45 gm tea bag rs-20off(37)', 'quantity': 2}, {'name': 'any time maxi thick pad 9 r l', 'quantity': 2}",24,1,Online
2021-05-01 14:55:20.594911+00:00,3841,"{'name': 'shangrilla smile apple fruit drinks 1 ltr(26)', 'quantity': 2}, {'name': 'habib oil cooking oil 10 ltr tin', 'quantity': 1}",21,1,Loan
2021-05-01 16:00:39.436528+00:00,112,"{'name': 'phool rock refined iodized salt 800 gm(73)', 'quantity': 1}, {'name': 'cfl butter puff 34.9 gm munch pack (13)', 'quantity': 3}",4,1,Online
2021-05-03 16:24:43.000515+00:00,500,"{'name': 'nestle nesfruta mango 1000ml(57)', 'quantity': 2}",24,1,Cash
2021-05-04 16:42:12.336467+00:00,332,"{'name': 'colgate sensitive mp 100g bp(05)', 'quantity': 2}",25,1,Cash
2021-05-05 08:06:15.537284+00:00,186,"{'name': 'camera jeep baby wipes (21)', 'quantity': 1}",10,1,Online
2021-05-05 09:20:20.749637+00:00,1824,"{'name': 'mach3 turbo aloe 1-up(10)', 'quantity': 3}",7,1,Online
2021-05-06 19:37:41.177823+00:00,20,"{'name': 'knock out green chilli 26 gm gloss(1c)', 'quantity': 1}",25,1,Loan
2021-05-08 10:33:32.817938+00:00,525,"{'name': 'protien shampoo extra 200ml', 'quantity': 3}",34,1,Online
2021-05-08 16:01:21.139657+00:00,1530,"{'name': 'savannah majestic glow 125 gms(27)', 'quantity': 3}, {'name': 'beef seekh kabab 208 gm', 'quantity': 3}",24,1,Loan
